,date,state,PM2.5,CO,NO2,PM10,SO2
2547,2020-04-04,Indiana,7.4,0.5,6.6,28,5.7
2573,2020-04-05,Indiana,6.7,0.3,5.3,17,0.2
2599,2020-04-06,Indiana,10.8,0.4,21.3,23,0.3
2625,2020-04-07,Indiana,10.4,0.5,16.1,29,0.2
2652,2020-04-08,Indiana,9,0.3,3.9,24,3
2678,2020-04-09,Indiana,1.8,0.3,3.6,8,25.2
2705,2020-04-10,Indiana,5,0.4,14.6,13,24.7
2732,2020-04-11,Indiana,8.2,0.4,18.6,23,2.7
2759,2020-04-12,Indiana,5.9,0.3,6.2,10,0.4
2786,2020-04-13,Indiana,NA,0.3,3.4,8,12.6
2813,2020-04-14,Indiana,NA,0.3,15.1,14,1.3
2840,2020-04-15,Indiana,NA,0.4,21.9,19,1.6
2867,2020-04-16,Indiana,NA,0.3,23.9,22,10.6
2893,2020-04-17,Indiana,8.9,0.3,11.9,16,5.5
2919,2020-04-18,Indiana,9.9,0.3,21,17,0.5
2945,2020-04-19,Indiana,13.7,0.4,21.2,23,8.3
2972,2020-04-20,Indiana,5.5,0.5,13.3,18,2.5
2998,2020-04-21,Indiana,3.5,0.3,12.8,20,4.2
3024,2020-04-22,Indiana,7.3,0.4,16.9,53,0.5
3051,2020-04-23,Indiana,2.8,0.4,7.5,15,1.3
3078,2020-04-24,Indiana,10.2,0.4,10.6,16,0.3
3104,2020-04-25,Indiana,8.8,0.4,7.2,22,0.2
3130,2020-04-26,Indiana,5.8,0.3,9.7,11,0.3
3157,2020-04-27,Indiana,12.7,0.4,23.6,21,0.7
3184,2020-04-28,Indiana,7,0.2,18.8,30,0.2
3211,2020-04-29,Indiana,1.7,0.2,5,11,7.4
3238,2020-04-30,Indiana,3.2,0.3,7.4,4,0.4
3265,2020-05-01,Indiana,8.2,0.3,NA,NA,NA
3291,2020-05-02,Indiana,9.2,NA,NA,NA,NA
3316,2020-05-03,Indiana,6.9,NA,NA,17,NA
3340,2020-05-04,Indiana,5.2,NA,NA,NA,NA
3367,2020-05-05,Indiana,2.9,NA,NA,NA,NA
3394,2020-05-06,Indiana,4.5,NA,NA,8,NA
3421,2020-05-07,Indiana,5.2,NA,NA,NA,NA
3448,2020-05-08,Indiana,4.5,NA,NA,NA,NA
3475,2020-05-09,Indiana,8.9,NA,NA,12,NA
3501,2020-05-10,Indiana,3.5,NA,NA,NA,NA
3528,2020-05-11,Indiana,3.6,NA,NA,NA,NA
3555,2020-05-12,Indiana,10.9,NA,NA,26,NA
3581,2020-05-13,Indiana,10.9,NA,NA,NA,NA
3607,2020-05-14,Indiana,8.1,NA,NA,NA,NA
3633,2020-05-15,Indiana,8.3,NA,NA,15,NA
3659,2020-05-16,Indiana,6.2,NA,NA,NA,NA
3684,2020-05-17,Indiana,5.1,NA,NA,NA,NA
3709,2020-05-18,Indiana,1.9,NA,NA,9,NA
3733,2020-05-19,Indiana,2.9,NA,NA,NA,NA
3759,2020-05-20,Indiana,3.1,NA,NA,NA,NA
3786,2020-05-21,Indiana,5.8,NA,NA,11,NA
3812,2020-05-22,Indiana,10,NA,NA,NA,NA
3839,2020-05-23,Indiana,7.7,NA,NA,NA,NA
3866,2020-05-24,Indiana,6.4,NA,NA,15,NA
3892,2020-05-25,Indiana,8.1,NA,NA,NA,NA
3916,2020-05-26,Indiana,8.4,NA,NA,NA,NA
3941,2020-05-27,Indiana,5.8,NA,NA,13,NA
3967,2020-05-28,Indiana,6,NA,NA,NA,NA
3991,2020-05-29,Indiana,5.5,NA,NA,NA,NA
4015,2020-05-30,Indiana,5.7,NA,NA,12,NA
4041,2020-05-31,Indiana,9.9,NA,NA,NA,NA
4067,2020-06-01,Indiana,7.5,NA,NA,NA,NA
4094,2020-06-02,Indiana,6.4,NA,NA,NA,NA
4121,2020-06-03,Indiana,9.3,NA,NA,NA,NA
4147,2020-06-04,Indiana,6.4,NA,NA,NA,NA
4174,2020-06-05,Indiana,9.3,NA,NA,NA,NA
4201,2020-06-06,Indiana,8.7,NA,NA,NA,NA
4227,2020-06-07,Indiana,8.1,NA,NA,NA,NA
4253,2020-06-08,Indiana,7.9,NA,NA,NA,NA
4279,2020-06-09,Indiana,7.2,NA,NA,NA,NA
4305,2020-06-10,Indiana,8.4,NA,NA,NA,NA
4332,2020-06-11,Indiana,4.4,NA,NA,NA,NA
4359,2020-06-12,Indiana,10.3,NA,NA,NA,NA
4386,2020-06-13,Indiana,9.6,NA,NA,NA,NA
4413,2020-06-14,Indiana,5.9,NA,NA,NA,NA
4491,2020-06-17,Indiana,0.7,NA,NA,NA,NA
4518,2020-06-18,Indiana,5.9,NA,NA,NA,NA
4545,2020-06-19,Indiana,13.5,NA,NA,NA,NA
4572,2020-06-20,Indiana,13.2,NA,NA,NA,NA
4599,2020-06-21,Indiana,8.1,NA,NA,NA,NA
4626,2020-06-22,Indiana,7.4,NA,NA,NA,NA
4653,2020-06-23,Indiana,3.1,NA,NA,NA,NA
4680,2020-06-24,Indiana,4.9,NA,NA,NA,NA
4706,2020-06-25,Indiana,7.8,NA,NA,NA,NA
4733,2020-06-26,Indiana,10.3,NA,NA,NA,NA
4760,2020-06-27,Indiana,12.5,NA,NA,NA,NA
4787,2020-06-28,Indiana,12.3,NA,NA,NA,NA
4814,2020-06-29,Indiana,17.9,NA,NA,NA,NA
4841,2020-06-30,Indiana,7,NA,NA,NA,NA
4868,2020-07-01,Indiana,7.5,NA,NA,NA,NA
4895,2020-07-02,Indiana,10.9,NA,NA,NA,NA
4922,2020-07-03,Indiana,10.9,NA,NA,NA,NA
4949,2020-07-04,Indiana,25.8,NA,NA,NA,NA
4975,2020-07-05,Indiana,20.7,NA,NA,NA,NA
16,2020-01-01,Iowa,5.2,0.2,10.4,17,0.7
43,2020-01-02,Iowa,6.2,0.2,15.3,22,0.4
70,2020-01-03,Iowa,10,0.2,8.5,12,0.1
97,2020-01-04,Iowa,7.5,0.2,12.2,23,0.1
124,2020-01-05,Iowa,3.4,0.2,7.1,56,0.4
151,2020-01-06,Iowa,8.3,0.3,24.6,32,0.2
178,2020-01-07,Iowa,5.3,0.3,8.4,48,0.2
205,2020-01-08,Iowa,2.8,0.2,7.9,52,0.5
232,2020-01-09,Iowa,4.8,0.2,8.6,50,8
259,2020-01-10,Iowa,15.1,0.2,6.1,26,0.1
286,2020-01-11,Iowa,6,0.2,11.6,6,0.1
313,2020-01-12,Iowa,5.3,0.2,20.1,6,0.2
340,2020-01-13,Iowa,9,0.2,NA,22,0.2
367,2020-01-14,Iowa,13,0.3,15.5,31,0.1
394,2020-01-15,Iowa,13.6,0.3,NA,20,0.1
421,2020-01-16,Iowa,5.1,0.2,14.8,12,0.2
448,2020-01-17,Iowa,8.1,0.2,11.9,28,0.1
475,2020-01-18,Iowa,7.6,0.2,12.2,64,0.2
502,2020-01-19,Iowa,7.6,0.2,5.5,45,0.3
529,2020-01-20,Iowa,13.1,0.2,33,14,0.2
556,2020-01-21,Iowa,19.7,0.4,24.3,29,0.9
583,2020-01-22,Iowa,12.8,0.2,9,30,5.6
610,2020-01-23,Iowa,12.4,0.3,20.3,55,0.3
637,2020-01-24,Iowa,10.9,0.3,8.4,14,0.1
664,2020-01-25,Iowa,11.4,0.3,34.2,154,0.1
691,2020-01-26,Iowa,11.3,0.2,12,49,0.1
718,2020-01-27,Iowa,11.6,0.2,13.9,12,0.1
745,2020-01-28,Iowa,6.2,0.2,9.8,7,0.1
772,2020-01-29,Iowa,11.3,0.2,18.6,19,0.1
799,2020-01-30,Iowa,15.4,0.2,18.2,55,0.3
826,2020-01-31,Iowa,18.5,0.3,17.1,79,0.9
853,2020-02-01,Iowa,13.5,0.3,10.9,18,0.2
880,2020-02-02,Iowa,3.5,0.2,21.4,34,0.3
907,2020-02-03,Iowa,7,0.2,6.6,22,0.4
934,2020-02-04,Iowa,2.1,0.2,6.4,13,0.2
961,2020-02-05,Iowa,3.9,0.2,20,18,0.2
988,2020-02-06,Iowa,6.5,0.2,34,18,0.1
1015,2020-02-07,Iowa,8.1,0.4,12.2,25,3.5
1042,2020-02-08,Iowa,9.9,0.2,8.3,37,0.2
1069,2020-02-09,Iowa,10.7,0.2,9.7,19,2.8
1096,2020-02-10,Iowa,8.6,0.2,26,21,1.7
1123,2020-02-11,Iowa,10.3,0.3,18.4,47,0.2
1150,2020-02-12,Iowa,7.7,0.3,10.9,20,0.2
1177,2020-02-13,Iowa,3.8,0.2,17,15,0.2
1204,2020-02-14,Iowa,6.6,0.2,24.6,39,6.2
1231,2020-02-15,Iowa,6.8,0.2,37.3,16,1.5
1258,2020-02-16,Iowa,11.2,0.3,28.1,21,7.3
1285,2020-02-17,Iowa,14.2,0.3,14,30,0.7
1312,2020-02-18,Iowa,8.9,0.2,11.9,24,0.3
1339,2020-02-19,Iowa,6.5,0.2,6.3,21,0.2
1366,2020-02-20,Iowa,18.3,0.2,26.1,30,0.2
1393,2020-02-21,Iowa,15.5,0.2,10.2,40,0.8
1420,2020-02-22,Iowa,7.4,0.2,7.1,24,0.7
1447,2020-02-23,Iowa,8.2,0.2,16.2,28,1.3
1474,2020-02-24,Iowa,7.7,0.2,13.4,26,0.6
1501,2020-02-25,Iowa,3.5,0.2,6.7,16,0.2
1528,2020-02-26,Iowa,2.6,0.2,14.2,10,0.2
1555,2020-02-27,Iowa,5.8,0.2,16.3,26,0.2
1582,2020-02-28,Iowa,9.9,0.2,20.4,14,0.1
1609,2020-02-29,Iowa,9.1,0.2,25.4,25,13.6
1636,2020-03-01,Iowa,8.4,0.2,6.2,24,6.9
1663,2020-03-02,Iowa,5.4,0.2,16.1,28,0.2
1690,2020-03-03,Iowa,4.8,0.2,39.6,83,0.5
1717,2020-03-04,Iowa,3.7,0.3,16,23,0.7
1744,2020-03-05,Iowa,2.8,0.3,4.7,58,0.6
1771,2020-03-06,Iowa,3.2,0.3,9.8,15,0.2
1798,2020-03-07,Iowa,6.3,0.3,5.2,29,8.8
1824,2020-03-08,Iowa,9.4,0.2,3.6,31,0.7
1850,2020-03-09,Iowa,11.2,0.3,7.3,19,0.7
1877,2020-03-10,Iowa,10.2,0.2,19.6,31,6.4
1904,2020-03-11,Iowa,15.8,0.2,15.4,56,0.3
1931,2020-03-12,Iowa,12.5,0.2,9.7,48,0.9
1958,2020-03-13,Iowa,3.2,0.2,7.7,75,0.3
1985,2020-03-14,Iowa,5.6,0.2,4.6,8,0.2
2012,2020-03-15,Iowa,4.4,0.2,5.5,10,0.3
2039,2020-03-16,Iowa,13.6,0.3,8.1,23,0.3
2066,2020-03-17,Iowa,7.1,0.2,18.6,27,2.4
2093,2020-03-18,Iowa,10,0.2,10.4,15,0.3
2120,2020-03-19,Iowa,4.5,0.2,11.9,21,0.2
2147,2020-03-20,Iowa,2.9,0.2,3.2,3,0.2
2174,2020-03-21,Iowa,4.3,0.2,12.9,20,0.2
2201,2020-03-22,Iowa,9.7,0.2,5.1,11,0.3
2228,2020-03-23,Iowa,9.2,0.2,9.9,20,0.8
2255,2020-03-24,Iowa,14,0.2,6.7,64,0.5
2282,2020-03-25,Iowa,8.9,0.2,19.6,35,0.6
2309,2020-03-26,Iowa,10.7,0.2,6.1,20,0.2
2336,2020-03-27,Iowa,12,0.3,8.2,16,0.4
2363,2020-03-28,Iowa,5.1,0.3,8.1,17,2.7
2390,2020-03-29,Iowa,2.1,0.2,8.1,31,0.2
2417,2020-03-30,Iowa,4.6,0.3,23.8,6,0.3
2444,2020-03-31,Iowa,5,0.3,11.4,14,0.3
2470,2020-04-01,Iowa,4.1,0.2,6.1,62,1.9
2496,2020-04-02,Iowa,7.4,0.2,7,74,4.2
2522,2020-04-03,Iowa,7.7,0.2,2.8,33,0.6
2548,2020-04-04,Iowa,4.5,0.2,17.3,8,0.2
2574,2020-04-05,Iowa,9.2,0.2,21.3,12,0.7
2600,2020-04-06,Iowa,9.7,0.2,5.5,38,2
2626,2020-04-07,Iowa,10.4,0.2,8.3,30,0.4
2653,2020-04-08,Iowa,8.7,0.3,16.1,32,3.6
2679,2020-04-09,Iowa,3.1,0.2,7.3,28,0.2
2706,2020-04-10,Iowa,5.8,0.2,11.6,40,0.5
2733,2020-04-11,Iowa,12.9,0.3,7.8,45,4.1
2760,2020-04-12,Iowa,6.9,0.2,5.7,13,3.1
2787,2020-04-13,Iowa,2.8,0.2,9.3,22,0.2
2814,2020-04-14,Iowa,4.2,0.2,6.6,42,0.1
2841,2020-04-15,Iowa,5.8,0.2,10.4,26,0.1
2868,2020-04-16,Iowa,5.9,0.2,8.2,22,1.3
2894,2020-04-17,Iowa,7.8,0.2,8.2,16,0.2
2920,2020-04-18,Iowa,7.6,0.2,4.8,14,0.2
2946,2020-04-19,Iowa,5.4,0.2,21.9,15,0.3
2973,2020-04-20,Iowa,6.2,0.2,21.8,38,0.3
2999,2020-04-21,Iowa,4,0.2,6.7,32,0.5
3025,2020-04-22,Iowa,5.7,0.3,7.5,51,0.9
3052,2020-04-23,Iowa,14.7,0.2,8.6,46,0.4
3079,2020-04-24,Iowa,22.7,0.2,7.4,31,0.2
3105,2020-04-25,Iowa,14.3,0.3,16.8,16,0.2
3131,2020-04-26,Iowa,9,0.3,10.3,15,2.3
3158,2020-04-27,Iowa,5.9,0.2,8.2,39,1.1
3185,2020-04-28,Iowa,9.2,0.2,6,39,2.6
3212,2020-04-29,Iowa,2.6,0.2,4.7,4,0.2
3239,2020-04-30,Iowa,6.3,0.3,41.3,16,0.3
3266,2020-05-01,Iowa,7.2,0.5,16.9,62,7.9
3292,2020-05-02,Iowa,8.4,0.3,8.5,38,0.8
3317,2020-05-03,Iowa,7.8,0.3,15.6,39,0.9
3341,2020-05-04,Iowa,3,0.3,10.4,43,0.8
3368,2020-05-05,Iowa,3.8,0.2,7.6,5,0.1
3395,2020-05-06,Iowa,4.4,0.2,9,21,0.2
3422,2020-05-07,Iowa,5.2,0.2,10.9,49,0.3
3449,2020-05-08,Iowa,3.6,0.2,6.7,23,0.2
3476,2020-05-09,Iowa,4.1,0.2,16.6,32,0.4
3502,2020-05-10,Iowa,2.1,0.2,4,23,0.1
3529,2020-05-11,Iowa,3.5,0.2,14.5,18,0.2
3556,2020-05-12,Iowa,9,0.3,17.5,33,0.4
3582,2020-05-13,Iowa,7.2,0.3,7.3,113,1.2
3608,2020-05-14,Iowa,7.7,0.2,9.5,25,1.1
3634,2020-05-15,Iowa,8.1,0.3,25.7,19,0.4
3660,2020-05-16,Iowa,10.4,0.4,18.6,16,0.8
3685,2020-05-17,Iowa,3.1,0.2,3.2,24,0.2
3710,2020-05-18,Iowa,2,0.2,4.7,5,0.1
3734,2020-05-19,Iowa,3.2,0.2,6.1,13,0.1
3760,2020-05-20,Iowa,5.6,0.2,6.3,30,0.3
3787,2020-05-21,Iowa,4.6,0.2,5.8,29,0.2
3813,2020-05-22,Iowa,6.4,0.2,6.9,38,0.5
3840,2020-05-23,Iowa,6.4,0.3,30.4,19,0.5
3867,2020-05-24,Iowa,7,0.3,6.1,19,1.1
3893,2020-05-25,Iowa,5.8,0.3,6.4,20,0.4
3917,2020-05-26,Iowa,6.6,0.2,8.3,76,0.9
3942,2020-05-27,Iowa,6.6,0.2,13,63,0.8
3968,2020-05-28,Iowa,3.8,0.2,15.6,28,0.2
3992,2020-05-29,Iowa,5.2,0.2,15.3,20,0.2
4016,2020-05-30,Iowa,4.3,0.2,19.5,13,0.2
4042,2020-05-31,Iowa,6.3,0.2,8.8,18,2.4
4068,2020-06-01,Iowa,6,0.3,NA,NA,NA
4095,2020-06-02,Iowa,9.7,NA,NA,NA,NA
4122,2020-06-03,Iowa,7.9,NA,NA,NA,NA
4148,2020-06-04,Iowa,7.3,NA,NA,NA,NA
4175,2020-06-05,Iowa,4.8,NA,NA,NA,NA
4202,2020-06-06,Iowa,5.8,NA,NA,NA,NA
4228,2020-06-07,Iowa,6,NA,NA,NA,NA
4254,2020-06-08,Iowa,6.3,NA,NA,NA,NA
4280,2020-06-09,Iowa,5.4,NA,NA,NA,NA
4306,2020-06-10,Iowa,5.5,NA,NA,NA,NA
4333,2020-06-11,Iowa,4,NA,NA,NA,NA
4360,2020-06-12,Iowa,5.9,NA,NA,NA,NA
4387,2020-06-13,Iowa,3.7,NA,NA,NA,NA
4414,2020-06-14,Iowa,4.4,NA,NA,NA,NA
4440,2020-06-15,Iowa,4.8,NA,NA,NA,NA
4466,2020-06-16,Iowa,7.7,NA,NA,NA,NA
4492,2020-06-17,Iowa,9,NA,NA,NA,NA
4519,2020-06-18,Iowa,9.4,NA,NA,NA,NA
4546,2020-06-19,Iowa,11.8,NA,NA,NA,NA
4573,2020-06-20,Iowa,7.7,NA,NA,NA,NA
4600,2020-06-21,Iowa,6.5,NA,NA,NA,NA
4627,2020-06-22,Iowa,3.7,NA,NA,NA,NA
4654,2020-06-23,Iowa,4.4,NA,NA,NA,NA
4681,2020-06-24,Iowa,5.1,NA,NA,NA,NA
4707,2020-06-25,Iowa,6.4,NA,NA,NA,NA
4734,2020-06-26,Iowa,7.2,NA,NA,NA,NA
4761,2020-06-27,Iowa,5.2,NA,NA,NA,NA
4788,2020-06-28,Iowa,5.1,NA,NA,NA,NA
4815,2020-06-29,Iowa,13.2,NA,NA,NA,NA
4842,2020-06-30,Iowa,7.5,NA,NA,NA,NA
4869,2020-07-01,Iowa,7.2,NA,NA,NA,NA
4896,2020-07-02,Iowa,8.4,NA,NA,NA,NA
4923,2020-07-03,Iowa,19.3,NA,NA,NA,NA
4950,2020-07-04,Iowa,46.9,NA,NA,NA,NA
4976,2020-07-05,Iowa,23.7,NA,NA,NA,NA
17,2020-01-01,Kansas,6.4,0.2,6.3,6,1.7
44,2020-01-02,Kansas,10,0.3,11.9,7,1.4
71,2020-01-03,Kansas,8,0.3,5.3,6,1.6
98,2020-01-04,Kansas,3.9,0.3,3.3,6,1.2
125,2020-01-05,Kansas,4.7,0.3,6.1,8,1
152,2020-01-06,Kansas,10.6,0.6,16.6,22,1
179,2020-01-07,Kansas,7.3,0.4,8.7,18,0.8
206,2020-01-08,Kansas,7.5,0.4,13.7,20,1.1
233,2020-01-09,Kansas,13.7,0.3,2.9,17,1.6
260,2020-01-10,Kansas,8.8,0.3,6,8,1.1
287,2020-01-11,Kansas,5.1,0.2,3.5,6,1.1
314,2020-01-12,Kansas,13,0.3,11.4,9,0.9
341,2020-01-13,Kansas,13.3,0.6,16.4,13,1
368,2020-01-14,Kansas,13.5,0.2,8.5,16,1.1
395,2020-01-15,Kansas,15.5,0.3,6.2,9,1
422,2020-01-16,Kansas,5.9,0.2,6.2,10,0.8
449,2020-01-17,Kansas,5.2,0.2,5.6,5,1.1
476,2020-01-18,Kansas,6.1,0.2,3.2,12,1.2
503,2020-01-19,Kansas,5.2,0.2,4.3,7,0.7
530,2020-01-20,Kansas,8,0.2,7.1,7,0.8
557,2020-01-21,Kansas,12,0.2,5.4,9,1
584,2020-01-22,Kansas,6.8,0.2,3,7,1.2
611,2020-01-23,Kansas,5.8,0.3,4.6,7,1.5
638,2020-01-24,Kansas,13.7,0.2,4.5,7,1
665,2020-01-25,Kansas,11.6,0.4,13.5,9,0.9
692,2020-01-26,Kansas,18.2,0.5,8.9,6,1
719,2020-01-27,Kansas,13.1,0.6,16.6,7,1.4
746,2020-01-28,Kansas,12,0.2,5.1,4,1.2
773,2020-01-29,Kansas,9.7,0.2,6.9,5,0.7
800,2020-01-30,Kansas,11.1,0.3,12.5,5,1.1
827,2020-01-31,Kansas,13.3,0.3,8.8,4,1.2
854,2020-02-01,Kansas,28.7,0.4,7.5,9,1.2
881,2020-02-02,Kansas,30.4,0.7,7.7,5,1
908,2020-02-03,Kansas,8.9,0.7,3.5,6,1.5
935,2020-02-04,Kansas,4.6,0.2,5.6,6,0.9
962,2020-02-05,Kansas,4.3,0.2,4.7,7,1.2
989,2020-02-06,Kansas,5.4,0.4,8.3,12,1.3
1016,2020-02-07,Kansas,10.1,0.4,8.2,9,1.4
1043,2020-02-08,Kansas,9.3,0.2,15.2,7,1.4
1070,2020-02-09,Kansas,7.1,0.2,3.2,7,1.4
1097,2020-02-10,Kansas,7.8,0.2,5.6,11,2
1124,2020-02-11,Kansas,8.2,0.5,4.9,7,2
1151,2020-02-12,Kansas,8.1,0.5,8,9,1.7
1178,2020-02-13,Kansas,5.8,0.2,3.3,6,1.5
1205,2020-02-14,Kansas,6.8,0.4,4.9,9,1.6
1232,2020-02-15,Kansas,11.7,0.7,7.3,10,1.8
1259,2020-02-16,Kansas,19.1,0.9,11.9,13,2
1286,2020-02-17,Kansas,14.3,0.3,13.1,13,1.8
1313,2020-02-18,Kansas,7,0.4,9.9,8,1.9
1340,2020-02-19,Kansas,12.8,0.5,5.2,8,1.8
1367,2020-02-20,Kansas,6,0.3,8.9,4,1.7
1394,2020-02-21,Kansas,10.8,0.4,19.3,9,2.7
1421,2020-02-22,Kansas,13,0.2,4.2,13,1.9
1448,2020-02-23,Kansas,15.8,0.2,3.7,11,2
1475,2020-02-24,Kansas,9,0.2,6.4,5,2
1502,2020-02-25,Kansas,7.1,0.2,5.4,4,1.9
1529,2020-02-26,Kansas,12.2,0.3,8.6,4,1.5
1556,2020-02-27,Kansas,8.3,0.3,5.6,10,1.7
1583,2020-02-28,Kansas,11.6,0.3,4.2,9,1.8
1610,2020-02-29,Kansas,10.8,0.2,11.7,10,1.9
1637,2020-03-01,Kansas,13,0.4,7.8,12,1.8
1664,2020-03-02,Kansas,6.8,0.4,11.3,10,1.8
1691,2020-03-03,Kansas,7.3,0.4,8.1,11,1.7
1718,2020-03-04,Kansas,4.9,0.3,13.7,13,2.3
1745,2020-03-05,Kansas,7.7,NA,8.3,14,1.4
1772,2020-03-06,Kansas,5.7,NA,10.1,17,1.7
1799,2020-03-07,Kansas,10.7,NA,6.6,36,1.9
1825,2020-03-08,Kansas,25.1,NA,2.5,18,1.7
1851,2020-03-09,Kansas,11.2,NA,2.5,6,1.7
1878,2020-03-10,Kansas,14.1,NA,6.2,10,1.3
1905,2020-03-11,Kansas,16.7,0.3,5.9,12,0.5
1932,2020-03-12,Kansas,6.3,0.3,3.9,12,0.8
1959,2020-03-13,Kansas,6.1,0.2,3.5,9,0.4
1986,2020-03-14,Kansas,4.2,0.2,1.7,4,0.3
2013,2020-03-15,Kansas,8.3,0.2,1.8,3,0.3
2040,2020-03-16,Kansas,9.1,0.2,2.8,4,0.2
2067,2020-03-17,Kansas,12.2,0.2,11.2,4,0.6
2094,2020-03-18,Kansas,7.1,0.2,3.5,10,0.7
2121,2020-03-19,Kansas,3.5,0.2,2.8,20,0.7
2148,2020-03-20,Kansas,4.5,0.2,3.7,4,0.4
2175,2020-03-21,Kansas,6.9,0.2,5.6,12,1.1
2202,2020-03-22,Kansas,5.3,0.2,3.3,9,0.4
2229,2020-03-23,Kansas,9.6,0.2,12.4,7,0.9
2256,2020-03-24,Kansas,12.1,0.2,3.9,6,0.6
2283,2020-03-25,Kansas,4.2,0.2,5.8,8,1.9
2310,2020-03-26,Kansas,9.9,0.2,4.8,17,1
2337,2020-03-27,Kansas,20.6,0.2,5.2,13,1
2364,2020-03-28,Kansas,6.5,0.2,2.2,11,0.8
2391,2020-03-29,Kansas,11.3,0.4,6,11,0.9
2418,2020-03-30,Kansas,12.9,0.5,11.9,16,0.9
2445,2020-03-31,Kansas,10.6,0.3,7.5,6,1
2471,2020-04-01,Kansas,21.6,0.4,NA,NA,NA
2497,2020-04-02,Kansas,10.7,NA,NA,NA,NA
2523,2020-04-03,Kansas,6.2,NA,NA,NA,NA
2549,2020-04-04,Kansas,7.3,NA,NA,NA,NA
2575,2020-04-05,Kansas,9.6,NA,NA,NA,NA
2601,2020-04-06,Kansas,11.6,NA,NA,NA,NA
2627,2020-04-07,Kansas,26.7,NA,NA,NA,NA
2654,2020-04-08,Kansas,38.1,NA,NA,NA,NA
2680,2020-04-09,Kansas,6.6,NA,NA,NA,NA
2707,2020-04-10,Kansas,12.5,NA,NA,NA,NA
2734,2020-04-11,Kansas,15.3,NA,NA,NA,NA
2761,2020-04-12,Kansas,5.1,NA,NA,NA,NA
2788,2020-04-13,Kansas,5.1,NA,NA,NA,NA
2815,2020-04-14,Kansas,13.4,NA,NA,NA,NA
2842,2020-04-15,Kansas,11.1,NA,NA,NA,NA
2869,2020-04-16,Kansas,11.7,NA,NA,NA,NA
2895,2020-04-17,Kansas,9.5,NA,NA,NA,NA
2921,2020-04-18,Kansas,17,NA,NA,NA,NA
2947,2020-04-19,Kansas,12.7,NA,NA,NA,NA
2974,2020-04-20,Kansas,12.7,NA,NA,NA,NA
3000,2020-04-21,Kansas,5.6,NA,NA,NA,NA
3026,2020-04-22,Kansas,8,NA,NA,NA,NA
3053,2020-04-23,Kansas,11.8,NA,NA,NA,NA
3080,2020-04-24,Kansas,10,NA,NA,NA,NA
3106,2020-04-25,Kansas,11.3,NA,NA,NA,NA
3132,2020-04-26,Kansas,10.6,NA,NA,NA,NA
3159,2020-04-27,Kansas,9.3,NA,NA,NA,NA
3186,2020-04-28,Kansas,10.9,NA,NA,NA,NA
3213,2020-04-29,Kansas,4.2,NA,NA,NA,NA
3240,2020-04-30,Kansas,10,NA,NA,NA,NA
3267,2020-05-01,Kansas,11.1,NA,NA,NA,NA
3293,2020-05-02,Kansas,8.8,NA,NA,NA,NA
3318,2020-05-03,Kansas,7.2,NA,NA,NA,NA
3342,2020-05-04,Kansas,6.7,NA,NA,NA,NA
3369,2020-05-05,Kansas,5.7,NA,NA,NA,NA
3396,2020-05-06,Kansas,6.6,NA,NA,NA,NA
3423,2020-05-07,Kansas,14.6,NA,NA,NA,NA
3450,2020-05-08,Kansas,6.8,NA,NA,NA,NA
3477,2020-05-09,Kansas,21.6,NA,NA,NA,NA
3503,2020-05-10,Kansas,5.3,NA,NA,NA,NA
3530,2020-05-11,Kansas,6.9,NA,NA,NA,NA
3557,2020-05-12,Kansas,7.2,NA,NA,NA,NA
3583,2020-05-13,Kansas,7,NA,NA,NA,NA
3609,2020-05-14,Kansas,10.3,NA,NA,NA,NA
3635,2020-05-15,Kansas,6.2,NA,NA,NA,NA
3661,2020-05-16,Kansas,8.1,NA,NA,NA,NA
3686,2020-05-17,Kansas,6.1,NA,NA,NA,NA
3711,2020-05-18,Kansas,3.2,NA,NA,NA,NA
3735,2020-05-19,Kansas,4.4,NA,NA,NA,NA
3761,2020-05-20,Kansas,6.1,NA,NA,NA,NA
3788,2020-05-21,Kansas,9.4,NA,NA,NA,NA
3814,2020-05-22,Kansas,7,NA,NA,NA,NA
3841,2020-05-23,Kansas,12.7,NA,NA,NA,NA
3868,2020-05-24,Kansas,8.5,NA,NA,NA,NA
3894,2020-05-25,Kansas,7.1,NA,NA,NA,NA
3918,2020-05-26,Kansas,6.1,NA,NA,NA,NA
3943,2020-05-27,Kansas,8.2,NA,NA,NA,NA
3969,2020-05-28,Kansas,9.1,NA,NA,NA,NA
3993,2020-05-29,Kansas,6.5,NA,NA,NA,NA
4017,2020-05-30,Kansas,8.4,NA,NA,NA,NA
4043,2020-05-31,Kansas,4.6,NA,NA,NA,NA
4069,2020-06-01,Kansas,7.6,NA,NA,NA,NA
4096,2020-06-02,Kansas,14.4,NA,NA,NA,NA
4123,2020-06-03,Kansas,13.4,NA,NA,NA,NA
4149,2020-06-04,Kansas,4.8,NA,NA,NA,NA
4176,2020-06-05,Kansas,0.5,NA,NA,NA,NA
4203,2020-06-06,Kansas,0,NA,NA,NA,NA
4229,2020-06-07,Kansas,0,NA,NA,NA,NA
4255,2020-06-08,Kansas,7.9,NA,NA,NA,NA
4281,2020-06-09,Kansas,13.1,NA,NA,NA,NA
4307,2020-06-10,Kansas,5.7,NA,NA,NA,NA
4334,2020-06-11,Kansas,10.8,NA,NA,NA,NA
